order_id,order_date,ship_date,delivery_date,warehouse_id,destination_region,product_category,carrier,shipping_cost,delivery_status
ORD-12703,2025-02-23,2025-02-24,2025-03-05,NY-01,Midwest,Apparel,UPS,43.11,Late
ORD-12704,2025-04-13,2025-04-15,2025-04-17,IL-04,Northeast,Electronics,FedEx,37.57,On-Time
ORD-12705,2025-05-29,2025-06-01,2025-06-05,CA-02,Midwest,Sports,UPS,45.74,On-Time
ORD-12706,2025-02-07,2025-02-08,2025-02-12,NY-01,Midwest,Electronics,UPS,48.38,On-Time
ORD-12707,2025-06-23,2025-06-24,2025-06-27,CA-02,South,Apparel,FedEx,18.5,On-Time
ORD-12708,2025-01-04,2025-01-05,2025-01-08,NY-01,West,Electronics,FedEx,28.84,On-Time
ORD-12709,2025-02-26,2025-03-03,2025-03-13,IL-04,South,Home & Kitchen,USPS,33.43,Late
ORD-12710,2025-06-22,2025-06-23,2025-06-30,NY-01,Northeast,Apparel,FedEx,12.37,Late
ORD-12711,2025-01-20,2025-01-21,2025-01-23,CA-02,Northeast,Apparel,UPS,7.4,On-Time
ORD-12712,2025-01-17,2025-01-19,2025-01-22,CA-02,Northeast,Beauty,UPS,44.05,On-Time
ORD-12713,2025-04-29,2025-05-01,2025-05-04,IL-04,West,Sports,FedEx,29.1,On-Time
ORD-12714,2025-03-12,2025-03-13,2025-03-18,TX-03,South,Apparel,UPS,30.68,On-Time
ORD-12715,2025-01-04,2025-01-06,2025-01-09,CA-02,Midwest,Electronics,USPS,29.97,On-Time
ORD-12716,2025-01-14,2025-01-15,2025-01-18,TX-03,Midwest,Home & Kitchen,UPS,38.97,On-Time
ORD-12717,2025-01-03,2025-01-08,2025-01-12,CA-02,West,Electronics,FedEx,11.55,On-Time
ORD-12718,2025-03-21,2025-03-22,2025-03-25,IL-04,Northeast,Electronics,UPS,32.63,On-Time
ORD-12719,2025-02-24,2025-02-25,2025-03-01,NY-01,West,Home & Kitchen,UPS,26.13,On-Time
ORD-12720,2025-05-12,2025-05-14,2025-05-18,TX-03,Midwest,Beauty,UPS,45.36,On-Time
ORD-12721,2025-04-30,2025-05-01,,NY-01,Northeast,Sports,UPS,28.38,Lost
ORD-12722,2025-01-24,2025-01-26,2025-01-30,IL-04,West,Apparel,FedEx,47.43,On-Time
ORD-12723,2025-06-11,2025-06-12,2025-06-16,IL-04,Midwest,Sports,UPS,20.9,On-Time
ORD-12724,2025-06-07,2025-06-08,2025-06-13,IL-04,Midwest,Beauty,UPS,48.51,On-Time
ORD-12725,2025-03-23,2025-03-26,2025-03-29,CA-02,West,Home & Kitchen,FedEx,44.38,On-Time
ORD-12726,2025-05-27,2025-05-29,2025-06-01,CA-02,Midwest,Sports,UPS,31.29,On-Time
ORD-12727,2025-06-08,2025-06-10,2025-06-14,CA-02,South,Electronics,FedEx,20.92,On-Time
ORD-12728,2025-03-01,2025-03-02,2025-03-05,CA-02,South,Apparel,FedEx,21.92,On-Time
ORD-12729,2025-05-27,2025-05-28,2025-05-30,TX-03,Northeast,Apparel,DHL,39.77,On-Time
ORD-12730,2025-02-18,2025-02-19,2025-02-22,IL-04,South,Beauty,FedEx,31.13,On-Time
ORD-12731,2025-03-04,2025-03-05,2025-03-08,TX-03,South,Beauty,FedEx,23.07,On-Time
ORD-12732,2025-04-20,2025-04-22,2025-04-25,CA-02,West,Home & Kitchen,UPS,33.62,On-Time
ORD-12733,2025-05-30,2025-06-03,2025-06-04,NY-01,Northeast,Beauty,DHL,38.0,On-Time
ORD-12734,2025-06-01,2025-06-02,2025-06-04,TX-03,West,Sports,DHL,6.03,On-Time
ORD-12735,2025-04-19,2025-04-20,2025-04-22,NY-01,West,Apparel,UPS,9.04,On-Time
ORD-12736,2025-03-17,2025-03-18,2025-03-20,CA-02,South,Home & Kitchen,FedEx,9.25,On-Time
ORD-12737,2025-01-30,2025-01-31,2025-02-02,TX-03,South,Beauty,DHL,15.44,On-Time
ORD-12738,2025-02-27,2025-02-28,2025-03-04,TX-03,Midwest,Electronics,UPS,24.21,On-Time
ORD-12739,2025-04-27,2025-05-01,2025-05-03,TX-03,Midwest,Apparel,UPS,41.16,On-Time
ORD-12740,2025-06-08,2025-06-10,2025-06-18,NY-01,Northeast,Home & Kitchen,USPS,20.8,Late
ORD-12741,2025-04-10,2025-04-15,2025-04-17,CA-02,South,Apparel,UPS,5.79,On-Time
ORD-12742,2025-01-19,2025-01-23,2025-01-26,IL-04,Midwest,Sports,FedEx,26.75,On-Time
ORD-12743,2025-06-25,2025-06-27,2025-07-03,IL-04,West,Beauty,USPS,49.85,On-Time
ORD-12744,2025-06-22,2025-06-24,2025-07-03,CA-02,South,Beauty,UPS,20.71,Late
ORD-12745,2025-04-04,2025-04-05,2025-04-13,TX-03,Northeast,Beauty,FedEx,48.26,Late
ORD-12746,2025-04-23,2025-04-25,2025-04-29,IL-04,Northeast,Electronics,FedEx,9.56,On-Time
ORD-12747,2025-05-26,2025-05-30,2025-06-01,TX-03,West,Sports,UPS,12.79,On-Time
ORD-12748,2025-03-04,2025-03-05,2025-03-09,CA-02,Midwest,Electronics,FedEx,37.59,On-Time
ORD-12749,2025-04-26,2025-04-30,2025-05-02,NY-01,West,Sports,FedEx,27.55,On-Time
ORD-12750,2025-04-23,2025-04-24,2025-05-02,TX-03,Midwest,Sports,UPS,39.43,Late
ORD-12751,2025-02-16,2025-02-20,2025-02-26,NY-01,South,Sports,USPS,43.86,On-Time
ORD-12752,2025-02-26,2025-03-02,2025-03-05,NY-01,Northeast,Beauty,UPS,16.3,On-Time
ORD-12753,2025-04-28,2025-04-30,2025-05-04,CA-02,Midwest,Beauty,USPS,35.73,On-Time
ORD-12754,2025-02-14,2025-02-16,2025-02-25,CA-02,West,Beauty,USPS,32.34,Late
ORD-12755,2025-06-10,2025-06-12,2025-06-16,NY-01,South,Electronics,UPS,43.77,On-Time
ORD-12756,2025-05-25,2025-05-28,2025-05-30,NY-01,Midwest,Home & Kitchen,FedEx,24.35,On-Time
ORD-12757,2025-01-04,2025-01-09,2025-01-16,IL-04,South,Sports,USPS,7.33,Late
ORD-12758,2025-05-28,2025-05-31,2025-06-04,IL-04,South,Electronics,UPS,30.84,On-Time
ORD-12759,2025-02-16,2025-02-18,2025-02-20,CA-02,West,Beauty,FedEx,48.15,On-Time
ORD-12760,2025-05-23,2025-05-25,2025-05-29,TX-03,West,Beauty,FedEx,5.66,On-Time
ORD-12761,2025-02-16,2025-02-19,2025-02-26,NY-01,South,Home & Kitchen,USPS,15.81,On-Time
ORD-12762,2025-03-19,2025-03-21,2025-03-25,TX-03,South,Beauty,FedEx,19.22,On-Time
ORD-12763,2025-05-04,2025-05-07,2025-05-10,NY-01,Midwest,Sports,FedEx,39.46,On-Time
ORD-12764,2025-03-16,2025-03-18,2025-03-21,CA-02,West,Apparel,UPS,19.55,On-Time
ORD-12765,2025-04-13,2025-04-14,2025-04-21,TX-03,Midwest,Beauty,USPS,15.76,Late
ORD-12766,2025-05-17,2025-05-18,2025-05-21,CA-02,Northeast,Home & Kitchen,UPS,34.19,On-Time
ORD-12767,2025-03-31,2025-04-02,2025-04-08,NY-01,Midwest,Apparel,FedEx,7.09,Late
ORD-12768,2025-05-24,2025-05-25,2025-05-29,CA-02,South,Sports,FedEx,12.68,On-Time
ORD-12769,2025-03-10,2025-03-11,2025-03-17,TX-03,Northeast,Sports,UPS,23.36,Late
ORD-12770,2025-03-02,2025-03-04,2025-03-08,IL-04,Midwest,Sports,FedEx,21.0,On-Time
ORD-12771,2025-05-18,2025-05-19,2025-05-30,CA-02,Northeast,Home & Kitchen,UPS,20.62,Late
ORD-12772,2025-02-19,2025-02-20,2025-02-23,TX-03,West,Apparel,FedEx,9.88,On-Time
ORD-12773,2025-01-03,2025-01-06,2025-01-08,CA-02,Midwest,Sports,DHL,21.24,On-Time
ORD-12774,2025-04-17,2025-04-22,2025-05-01,CA-02,Midwest,Beauty,UPS,40.91,Late
ORD-12775,2025-04-23,2025-04-26,2025-04-30,IL-04,West,Apparel,FedEx,23.62,On-Time
ORD-12776,2025-04-04,2025-04-09,2025-04-17,TX-03,Midwest,Sports,USPS,31.38,Late
ORD-12777,2025-04-28,2025-04-30,2025-05-04,TX-03,Northeast,Apparel,FedEx,12.36,On-Time
ORD-12778,2025-03-22,2025-03-23,2025-03-26,TX-03,West,Beauty,FedEx,8.14,On-Time
ORD-12779,2025-04-19,2025-04-21,2025-04-25,NY-01,Northeast,Electronics,USPS,44.6,On-Time
ORD-12780,2025-02-20,2025-02-23,2025-03-02,CA-02,Midwest,Sports,FedEx,,Late
ORD-12781,2025-05-27,2025-05-28,2025-05-30,IL-04,Midwest,Beauty,UPS,20.77,On-Time
ORD-12782,2025-06-19,2025-06-20,2025-06-23,TX-03,Midwest,Home & Kitchen,FedEx,44.5,On-Time
ORD-12783,2025-02-04,2025-02-07,2025-02-10,IL-04,Midwest,Sports,FedEx,36.85,On-Time
ORD-12784,2025-02-15,2025-02-16,2025-02-20,NY-01,Northeast,Electronics,FedEx,39.03,On-Time
ORD-12785,2025-06-03,2025-06-05,2025-06-07,NY-01,Midwest,Beauty,USPS,35.69,On-Time
ORD-12786,2025-03-10,2025-03-11,2025-03-12,IL-04,West,Beauty,UPS,9.76,On-Time
ORD-12787,2025-04-03,2025-04-05,2025-04-09,TX-03,West,Apparel,FedEx,48.11,On-Time
ORD-12788,2025-03-05,2025-03-07,2025-03-11,IL-04,South,Sports,FedEx,45.91,On-Time
ORD-12789,2025-06-14,2025-06-15,2025-06-19,TX-03,West,Electronics,DHL,15.63,Late
ORD-12790,2025-02-18,2025-02-19,2025-02-22,TX-03,South,Home & Kitchen,DHL,41.18,On-Time
ORD-12791,2025-05-29,2025-05-31,2025-06-06,NY-01,West,Apparel,UPS,23.42,On-Time
ORD-12792,2025-03-15,2025-03-18,2025-03-23,IL-04,West,Sports,USPS,35.77,On-Time
ORD-12793,2025-01-05,2025-01-09,2025-01-16,NY-01,Midwest,Electronics,USPS,12.45,On-Time
ORD-12794,2025-04-10,2025-04-12,2025-04-15,CA-02,West,Apparel,FedEx,29.23,On-Time
ORD-12795,2025-03-11,2025-03-14,2025-03-18,NY-01,Midwest,Electronics,FedEx,10.7,On-Time
ORD-12796,2025-03-31,2025-04-01,2025-04-03,TX-03,Midwest,Electronics,FedEx,29.13,On-Time
ORD-12797,2025-01-04,2025-01-05,2025-01-10,IL-04,West,Apparel,USPS,15.96,On-Time
ORD-12798,2025-05-06,2025-05-07,2025-05-11,CA-02,Northeast,Apparel,USPS,25.36,On-Time
ORD-12799,2025-02-08,2025-02-10,2025-02-14,CA-02,Midwest,Sports,UPS,35.06,On-Time
ORD-12800,2025-06-12,2025-06-13,2025-06-17,CA-02,West,Apparel,FedEx,44.47,On-Time
ORD-12801,2025-05-09,2025-05-10,2025-05-13,CA-02,Northeast,Sports,UPS,12.44,On-Time
ORD-12802,2025-01-24,2025-01-26,2025-02-08,IL-04,West,Electronics,USPS,45.2,Late
ORD-12803,2025-02-26,2025-03-01,2025-03-10,TX-03,West,Apparel,USPS,,On-Time
ORD-12804,2025-04-10,2025-04-11,2025-04-13,CA-02,Northeast,Sports,FedEx,42.97,On-Time
ORD-12805,2025-03-11,2025-03-12,2025-03-16,TX-03,West,Sports,UPS,28.06,On-Time
ORD-12806,2025-02-10,2025-02-12,2025-02-14,NY-01,Midwest,Home & Kitchen,FedEx,43.8,On-Time
ORD-12807,2025-06-23,2025-06-25,2025-06-30,TX-03,South,Sports,USPS,34.83,On-Time
ORD-12808,2025-03-01,2025-03-03,2025-03-08,CA-02,South,Sports,UPS,,On-Time
ORD-12809,2025-04-18,2025-04-19,2025-04-22,NY-01,West,Home & Kitchen,FedEx,19.06,On-Time
ORD-12810,2025-02-26,2025-02-28,2025-03-09,NY-01,South,Beauty,USPS,48.6,On-Time
ORD-12811,2025-01-31,2025-02-04,2025-02-08,NY-01,South,Apparel,FedEx,41.04,On-Time
ORD-12812,2025-03-25,2025-03-26,2025-03-31,CA-02,South,Home & Kitchen,USPS,22.15,On-Time
ORD-12813,2025-06-01,2025-06-06,2025-06-10,TX-03,Midwest,Sports,FedEx,,On-Time
ORD-12814,2025-02-05,2025-02-06,2025-02-09,IL-04,Midwest,Sports,UPS,40.08,On-Time
ORD-12815,2025-06-07,2025-06-08,2025-06-10,TX-03,South,Apparel,DHL,49.55,On-Time
ORD-12816,2025-06-01,2025-06-03,2025-06-06,CA-02,Northeast,Electronics,FedEx,17.55,On-Time
ORD-12817,2025-04-18,2025-04-19,2025-04-23,CA-02,Northeast,Home & Kitchen,UPS,46.21,On-Time
ORD-12818,2025-04-16,2025-04-17,2025-04-21,NY-01,Northeast,Beauty,UPS,10.64,On-Time
ORD-12819,2025-06-07,2025-06-09,2025-06-15,TX-03,Midwest,Apparel,FedEx,47.85,Late
ORD-12820,2025-03-27,2025-03-30,2025-04-02,CA-02,Midwest,Apparel,UPS,38.54,On-Time
ORD-12821,2025-05-15,2025-05-19,2025-05-23,CA-02,Midwest,Home & Kitchen,USPS,20.6,On-Time
ORD-12822,2025-06-12,2025-06-14,2025-06-16,IL-04,Midwest,Sports,DHL,18.71,On-Time
ORD-12823,2025-01-14,2025-01-15,2025-01-18,TX-03,South,Sports,USPS,33.95,On-Time
ORD-12824,2025-04-30,2025-05-02,2025-05-04,NY-01,Midwest,Beauty,UPS,31.71,On-Time
ORD-12825,2025-05-18,2025-05-20,2025-05-27,NY-01,South,Home & Kitchen,USPS,46.35,Late
ORD-12826,2025-03-21,2025-03-24,2025-03-30,NY-01,Northeast,Apparel,USPS,39.48,On-Time
ORD-12827,2025-05-24,2025-05-27,2025-05-30,TX-03,South,Home & Kitchen,UPS,29.32,On-Time
ORD-12828,2025-04-16,2025-04-20,2025-04-25,CA-02,Northeast,Electronics,FedEx,46.74,On-Time
ORD-12829,2025-03-11,2025-03-13,2025-03-21,CA-02,Midwest,Apparel,UPS,31.67,Late
ORD-12830,2025-02-13,2025-02-15,2025-02-20,IL-04,Northeast,Beauty,USPS,43.24,On-Time
ORD-12831,2025-03-14,2025-03-15,2025-03-20,IL-04,Northeast,Beauty,UPS,42.84,On-Time
ORD-12832,2025-02-14,2025-02-19,2025-02-28,CA-02,South,Apparel,USPS,46.36,Late
ORD-12833,2025-04-17,2025-04-18,2025-04-21,CA-02,Northeast,Sports,FedEx,8.04,On-Time
ORD-12834,2025-03-25,2025-03-26,2025-03-27,TX-03,West,Apparel,DHL,31.27,On-Time
ORD-12835,2025-03-23,2025-03-24,2025-03-27,IL-04,Northeast,Apparel,UPS,26.08,On-Time
ORD-12836,2025-04-17,2025-04-20,2025-04-25,NY-01,Midwest,Electronics,UPS,27.07,On-Time
ORD-12837,2025-01-21,2025-01-23,2025-01-28,NY-01,Northeast,Apparel,FedEx,,On-Time
ORD-12838,2025-06-27,2025-06-29,2025-07-03,NY-01,West,Home & Kitchen,FedEx,,On-Time
ORD-12839,2025-06-10,2025-06-15,2025-06-19,NY-01,South,Home & Kitchen,USPS,19.33,On-Time
ORD-12840,2025-01-07,2025-01-11,2025-01-13,CA-02,Northeast,Beauty,DHL,25.82,On-Time
ORD-12841,2025-03-11,2025-03-12,2025-03-15,CA-02,West,Sports,FedEx,14.03,On-Time
ORD-12842,2025-05-07,2025-05-08,2025-05-11,TX-03,Midwest,Beauty,FedEx,,On-Time
ORD-12843,2025-05-23,2025-05-26,2025-05-31,NY-01,Midwest,Electronics,UPS,34.72,On-Time
ORD-12844,2025-06-09,2025-06-13,2025-06-20,CA-02,South,Apparel,FedEx,10.26,Late
ORD-12845,2025-05-28,2025-05-30,2025-06-01,CA-02,Midwest,Beauty,FedEx,13.45,On-Time
ORD-12846,2025-05-23,2025-05-25,2025-06-04,CA-02,West,Apparel,USPS,28.76,Late
ORD-12847,2025-06-25,2025-06-26,2025-06-28,NY-01,Northeast,Beauty,DHL,6.97,On-Time
ORD-12848,2025-05-29,2025-06-01,2025-06-04,CA-02,West,Apparel,FedEx,10.71,On-Time
ORD-12849,2025-06-19,2025-06-21,2025-06-29,IL-04,South,Beauty,UPS,43.85,Late
ORD-12850,2025-06-03,2025-06-05,2025-06-08,NY-01,Northeast,Home & Kitchen,FedEx,43.08,On-Time
ORD-12851,2025-04-30,2025-05-01,2025-05-02,NY-01,West,Electronics,FedEx,20.65,On-Time
ORD-12852,2025-05-08,2025-05-12,2025-05-16,IL-04,South,Beauty,FedEx,20.66,On-Time
ORD-12853,2025-05-22,2025-05-24,2025-05-27,TX-03,South,Home & Kitchen,UPS,47.14,On-Time
ORD-12854,2025-02-26,2025-02-27,2025-03-03,TX-03,Northeast,Sports,FedEx,6.16,On-Time
ORD-12855,2025-06-14,2025-06-16,2025-06-18,NY-01,Northeast,Beauty,UPS,31.11,On-Time
ORD-12856,2025-02-27,2025-03-01,2025-03-04,NY-01,Midwest,Apparel,FedEx,31.88,On-Time
ORD-12857,2025-01-21,2025-01-23,2025-01-28,NY-01,Midwest,Electronics,FedEx,40.45,On-Time
ORD-12858,2025-03-23,2025-03-26,2025-03-28,IL-04,Northeast,Home & Kitchen,FedEx,47.83,On-Time
ORD-12859,2025-03-10,2025-03-12,2025-03-15,CA-02,Midwest,Home & Kitchen,USPS,21.01,On-Time
ORD-12860,2025-05-11,2025-05-15,2025-05-21,IL-04,Northeast,Electronics,USPS,24.7,On-Time
ORD-12861,2025-03-28,2025-03-29,2025-04-04,CA-02,Midwest,Beauty,USPS,35.21,On-Time
ORD-12862,2025-06-14,2025-06-15,2025-06-18,CA-02,West,Apparel,UPS,48.53,On-Time
ORD-12863,2025-02-18,2025-02-19,2025-02-23,TX-03,South,Sports,FedEx,45.09,On-Time
ORD-12864,2025-05-27,2025-05-29,2025-06-02,IL-04,Northeast,Beauty,UPS,35.02,On-Time
ORD-12865,2025-04-25,2025-04-27,2025-04-29,IL-04,Northeast,Electronics,FedEx,43.55,On-Time
ORD-12866,2025-03-30,2025-04-03,2025-04-07,NY-01,Northeast,Beauty,USPS,8.83,On-Time
ORD-12867,2025-03-26,2025-03-29,2025-04-05,IL-04,West,Beauty,FedEx,21.97,Late
ORD-12868,2025-05-08,2025-05-10,2025-05-13,CA-02,South,Electronics,FedEx,5.59,On-Time
ORD-12869,2025-05-20,2025-05-25,2025-05-28,CA-02,Midwest,Electronics,UPS,12.99,On-Time
ORD-12870,2025-06-18,2025-06-19,2025-06-21,IL-04,Midwest,Sports,UPS,33.37,On-Time
ORD-12871,2025-06-10,2025-06-13,2025-06-16,TX-03,South,Electronics,DHL,44.85,On-Time
ORD-12872,2025-06-27,2025-06-29,2025-07-02,TX-03,Midwest,Electronics,UPS,33.48,On-Time
ORD-12873,2025-04-27,2025-04-29,2025-05-03,NY-01,Northeast,Electronics,UPS,34.89,On-Time
ORD-12874,2025-05-07,2025-05-10,2025-05-14,NY-01,South,Home & Kitchen,FedEx,9.67,On-Time
ORD-12875,2025-03-12,2025-03-14,2025-03-15,CA-02,West,Electronics,DHL,34.92,On-Time
ORD-12876,2025-03-27,2025-03-28,2025-03-31,IL-04,South,Electronics,UPS,25.45,On-Time
ORD-12877,2025-02-02,2025-02-04,2025-02-05,CA-02,Northeast,Electronics,UPS,34.31,On-Time
ORD-12878,2025-03-22,2025-03-24,2025-03-27,CA-02,South,Sports,FedEx,19.68,On-Time
ORD-12879,2025-06-01,2025-06-04,2025-06-11,IL-04,West,Beauty,USPS,31.17,Late
ORD-12880,2025-03-02,2025-03-04,2025-03-06,CA-02,West,Electronics,FedEx,24.08,On-Time
ORD-12881,2025-03-02,2025-03-06,2025-03-09,CA-02,South,Electronics,UPS,30.14,On-Time
ORD-12882,2025-04-08,2025-04-10,2025-04-16,TX-03,South,Sports,USPS,11.62,On-Time
ORD-12883,2025-01-28,2025-01-30,2025-01-31,NY-01,Midwest,Beauty,DHL,22.81,On-Time
ORD-12884,2025-02-12,2025-02-15,2025-02-18,TX-03,Midwest,Sports,UPS,21.84,On-Time
ORD-12885,2025-06-18,2025-06-20,2025-06-25,NY-01,Northeast,Apparel,USPS,38.14,On-Time
ORD-12886,2025-06-16,2025-06-21,2025-06-28,NY-01,Midwest,Apparel,FedEx,36.79,Late
ORD-12887,2025-03-27,2025-03-29,2025-04-04,NY-01,Northeast,Apparel,USPS,,On-Time
ORD-12888,2025-06-26,2025-06-28,2025-06-30,TX-03,Northeast,Electronics,UPS,33.44,On-Time
ORD-12889,2025-01-17,2025-01-18,2025-01-22,IL-04,South,Sports,UPS,19.15,On-Time
ORD-12890,2025-04-08,2025-04-10,2025-04-17,CA-02,Midwest,Electronics,USPS,40.25,On-Time
ORD-12891,2025-04-08,2025-04-09,2025-04-11,IL-04,West,Apparel,USPS,27.36,On-Time
ORD-12892,2025-03-06,2025-03-09,2025-03-13,IL-04,West,Beauty,FedEx,13.71,On-Time
ORD-12893,2025-03-15,2025-03-16,2025-03-20,NY-01,South,Beauty,USPS,38.63,On-Time
ORD-12894,2025-03-26,2025-03-27,2025-03-28,NY-01,West,Sports,FedEx,10.96,On-Time
ORD-12895,2025-01-05,2025-01-06,2025-01-09,TX-03,West,Beauty,USPS,13.02,On-Time
ORD-12896,2025-01-02,2025-01-03,2025-01-07,TX-03,South,Apparel,UPS,39.14,On-Time
ORD-12897,2025-01-22,2025-01-23,2025-01-28,CA-02,West,Sports,FedEx,39.66,On-Time
ORD-12898,2025-04-22,2025-04-26,2025-04-29,IL-04,South,Sports,UPS,40.59,On-Time
ORD-12899,2025-02-26,2025-03-01,2025-03-06,IL-04,Northeast,Apparel,UPS,18.2,On-Time
ORD-12900,2025-03-07,2025-03-10,2025-03-12,CA-02,Midwest,Apparel,UPS,44.0,On-Time
ORD-12901,2025-03-15,2025-03-18,2025-03-22,NY-01,West,Apparel,FedEx,37.52,On-Time
ORD-12902,2025-04-08,2025-04-09,2025-04-10,TX-03,South,Apparel,FedEx,42.53,On-Time
ORD-12903,2025-05-24,2025-05-28,2025-06-01,CA-02,West,Sports,USPS,36.89,On-Time
ORD-12904,2025-04-22,2025-04-23,2025-04-24,IL-04,Midwest,Beauty,FedEx,31.08,On-Time
ORD-12905,2025-06-28,2025-06-29,2025-07-03,CA-02,West,Apparel,UPS,9.92,On-Time
ORD-12906,2025-05-05,2025-05-07,2025-05-10,CA-02,Northeast,Home & Kitchen,UPS,36.99,On-Time
ORD-12907,2025-06-16,2025-06-17,2025-06-21,IL-04,South,Sports,FedEx,36.07,On-Time
ORD-12908,2025-03-27,2025-03-30,2025-04-03,IL-04,Midwest,Electronics,UPS,19.06,On-Time
ORD-12909,2025-03-17,2025-03-18,2025-03-22,TX-03,Northeast,Beauty,UPS,38.11,On-Time
ORD-12910,2025-03-29,2025-04-01,2025-04-04,TX-03,West,Sports,UPS,29.77,On-Time
ORD-12911,2025-06-17,2025-06-19,2025-06-28,IL-04,West,Apparel,UPS,30.17,Late
ORD-12912,2025-02-07,2025-02-08,2025-02-16,TX-03,West,Home & Kitchen,UPS,21.54,Late
ORD-12913,2025-02-28,2025-03-03,2025-03-04,TX-03,Midwest,Electronics,FedEx,10.26,On-Time
ORD-12914,2025-05-18,2025-05-19,2025-05-27,TX-03,South,Beauty,USPS,14.76,On-Time
ORD-12915,2025-04-09,2025-04-11,2025-04-15,IL-04,Midwest,Apparel,FedEx,39.6,On-Time
ORD-12916,2025-03-04,2025-03-05,2025-03-07,NY-01,Northeast,Sports,DHL,17.21,On-Time
ORD-12917,2025-02-18,2025-02-20,2025-02-25,NY-01,South,Sports,UPS,5.1,On-Time
ORD-12918,2025-02-01,2025-02-03,2025-02-10,TX-03,Midwest,Beauty,USPS,49.87,On-Time
ORD-12919,2025-05-15,2025-05-16,2025-05-19,NY-01,West,Home & Kitchen,UPS,14.48,On-Time
ORD-12920,2025-01-21,2025-01-26,2025-01-28,TX-03,Northeast,Apparel,FedEx,34.49,On-Time
ORD-12921,2025-01-20,2025-01-24,2025-01-26,NY-01,West,Beauty,DHL,,On-Time
ORD-12922,2025-06-03,2025-06-06,2025-06-14,NY-01,Midwest,Beauty,FedEx,31.99,Late
ORD-12923,2025-05-07,2025-05-10,2025-05-13,CA-02,Northeast,Sports,FedEx,40.96,On-Time
ORD-12924,2025-03-09,2025-03-10,2025-03-13,TX-03,South,Beauty,FedEx,48.94,On-Time
ORD-12925,2025-04-20,2025-04-22,2025-04-24,NY-01,South,Electronics,DHL,43.72,On-Time
ORD-12926,2025-04-26,2025-04-27,2025-05-03,NY-01,Midwest,Electronics,UPS,30.11,Late
ORD-12927,2025-05-23,2025-05-24,2025-05-28,CA-02,Midwest,Apparel,UPS,21.37,On-Time
ORD-12928,2025-04-30,2025-05-05,2025-05-16,NY-01,South,Beauty,USPS,26.71,Late
ORD-12929,2025-03-20,2025-03-22,2025-03-24,CA-02,South,Sports,UPS,42.88,On-Time
ORD-12930,2025-04-26,2025-04-28,2025-04-29,NY-01,Midwest,Apparel,USPS,43.4,On-Time
ORD-12931,2025-04-02,2025-04-03,2025-04-09,CA-02,South,Home & Kitchen,UPS,43.06,On-Time
ORD-12932,2025-01-14,2025-01-16,2025-01-22,CA-02,Northeast,Sports,USPS,31.88,On-Time
ORD-12933,2025-06-04,2025-06-05,2025-06-08,IL-04,Midwest,Home & Kitchen,FedEx,26.46,On-Time
ORD-12934,2025-05-05,2025-05-06,2025-05-09,TX-03,Northeast,Apparel,FedEx,19.01,On-Time
ORD-12935,2025-06-17,2025-06-18,,IL-04,West,Electronics,UPS,5.15,Lost
ORD-12936,2025-02-27,2025-03-01,2025-03-06,TX-03,Northeast,Sports,UPS,39.4,On-Time
ORD-12937,2025-01-28,2025-01-30,2025-02-03,NY-01,Midwest,Sports,UPS,17.46,On-Time
ORD-12938,2025-01-26,2025-01-27,2025-01-31,TX-03,West,Apparel,UPS,19.84,On-Time
ORD-12939,2025-04-23,2025-04-26,2025-04-30,IL-04,South,Sports,FedEx,42.96,On-Time
ORD-12940,2025-03-07,2025-03-08,2025-03-10,TX-03,Northeast,Sports,UPS,7.35,On-Time
ORD-12941,2025-06-02,2025-06-04,2025-06-06,IL-04,Northeast,Apparel,UPS,46.74,On-Time
ORD-12942,2025-05-11,2025-05-16,2025-05-19,TX-03,Midwest,Beauty,FedEx,5.06,On-Time
ORD-12943,2025-02-13,2025-02-15,2025-02-17,NY-01,South,Apparel,UPS,47.26,On-Time
ORD-12944,2025-04-07,2025-04-11,2025-04-15,NY-01,Midwest,Sports,FedEx,25.46,On-Time
ORD-12945,2025-02-11,2025-02-15,2025-02-19,TX-03,South,Apparel,UPS,9.6,On-Time
ORD-12946,2025-01-06,2025-01-08,2025-01-12,TX-03,Midwest,Sports,FedEx,35.34,On-Time
ORD-12947,2025-06-16,2025-06-19,2025-06-21,NY-01,South,Home & Kitchen,DHL,45.31,On-Time
ORD-12948,2025-06-29,2025-07-03,2025-07-08,TX-03,West,Home & Kitchen,UPS,24.71,On-Time
ORD-12949,2025-01-23,2025-01-24,2025-01-28,CA-02,Midwest,Electronics,FedEx,36.11,On-Time
ORD-12950,2025-03-30,2025-03-31,2025-04-03,NY-01,West,Apparel,UPS,49.07,On-Time
ORD-12951,2025-05-03,2025-05-07,2025-05-11,NY-01,Midwest,Apparel,USPS,15.83,On-Time
ORD-12952,2025-06-27,2025-06-30,2025-07-02,IL-04,Midwest,Home & Kitchen,UPS,41.92,On-Time
ORD-12953,2025-06-20,2025-06-21,2025-06-25,IL-04,Midwest,Home & Kitchen,USPS,18.29,On-Time
ORD-12954,2025-05-27,2025-05-29,2025-06-01,CA-02,Northeast,Home & Kitchen,FedEx,24.19,On-Time
ORD-12955,2025-02-20,2025-02-23,2025-03-02,TX-03,Midwest,Electronics,USPS,17.68,On-Time
ORD-12956,2025-01-11,2025-01-13,2025-01-17,CA-02,South,Electronics,UPS,25.07,On-Time
